"CODE","MATERIAL","MATNAME","ARTIFACT","TYPENAME","CATEGORY","CATNAME","SUBCAT","IDENTIFY","BEGDATE","ENDDATE"
"ABES",13,"Other",1,"Debris",13,"Asbestos",0,"asbestos",NA,NA
"ABG",9,"Glass",4,"Glass Vessel",3,"Bottle Glass",3,"aqua bottle glass",NA,NA
"ABRD",3,"Ground or Rough Stone",1,"Rough Tool",1,"Abrader",0,"abrader",NA,NA
"ABS",8,"Ceramics",2,"Sherd",12,"Stoneware",13,"buff salt-glazed stoneware, Albany slip",1820,1900
"ABUR",4,"Bone/Antler",4,"Animal Burial",0,"Animal Burial",0,"animal burial",NA,NA
"ACAN",7,"Metal",6,"Domestic/Activity",5,"Cans",2,"aluminum can frag",NA,NA
"ACG",9,"Glass",4,"Glass Vessel",2,"Curved Glass",3,"aqua curved glass",NA,NA
"ACS",8,"Ceramics",2,"Sherd",11,"Slip-Decorated Redware",7,"combed black slip-decorated redware",1770,1830
"ADZE",3,"Ground or Rough Stone",2,"Fine Tool",1,"Adze",0,"adze",NA,NA
"AEYE",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",10,"eyelet/grommet non-clothing hardware",NA,NA
"AFG",9,"Glass",1,"Flat Glass",1,"Flat Glass",2,"aqua flat glass",NA,NA
"AFI",8,"Ceramics",2,"Sherd",16,"Whiteware",6,"flow black whiteware",1835,1870
"AFP",8,"Ceramics",2,"Sherd",5,"Pearlware",10,"flow black pearlware",1787,1830
"AGR",8,"Ceramics",2,"Sherd",9,"Redware",3,"black-glazed redware",NA,NA
"AGS",8,"Ceramics",2,"Sherd",12,"Stoneware",35,"grey salt-glazed stoneware, Albany slip",NA,NA
"ALUM",7,"Metal",6,"Domestic/Activity",1,"Aluminum",99,"other aluminum object",NA,NA
"ANC",8,"Ceramics",2,"Sherd",3,"Creamware",2,"annular creamware",1780,1815
"ANP",8,"Ceramics",2,"Sherd",5,"Pearlware",3,"annular pearlware",1790,1830
"ANTL",4,"Bone/Antler",1,"Refuse/Unmodified",1,"Antler",0,"unmodified antler",NA,NA
"ANVL",3,"Ground or Rough Stone",1,"Rough Tool",2,"Anvil Stone",0,"anvil stone",NA,NA
"ANW",8,"Ceramics",2,"Sherd",16,"Whiteware",2,"annular whiteware",NA,NA
"ANY",8,"Ceramics",2,"Sherd",17,"Yellowware",2,"annular yellowware",1830,1940
"AOS",8,"Ceramics",2,"Sherd",11,"Slip-Decorated Redware",1,"black & yellow slip-trail decorated redware",1770,1830
"AOSW",8,"Ceramics",2,"Sherd",12,"Stoneware",2,"brown salt-glazed stoneware, Albany slip",1820,1900
"APG",9,"Glass",1,"Flat Glass",2,"Plate Glass",1,"aqua plate glass",NA,NA
"APO",8,"Ceramics",2,"Sherd",15,"White Earthenware",1,"art pottery",1880,1930
"AR",8,"Ceramics",6,"Architectural Ceramic",3,"Redware",97,"unidentified architectural redware",NA,NA
"ARBS",3,"Ground or Rough Stone",7,"Architectural Stone",1,"Building Stone",0,"building stone",NA,NA
"ARF",13,"Other",1,"Debris",1,"Asphalt",2,"asphalt roofing frag",NA,NA
"ARP",8,"Ceramics",2,"Sherd",5,"Pearlware",2,"annular line-decorated pearlware rim",1780,1830
"AS",8,"Ceramics",2,"Sherd",11,"Slip-Decorated Redware",2,"black glazed slip-decorated redware",1770,1830
"ASP",13,"Other",1,"Debris",1,"Asphalt",1,"asphalt pavement frag",NA,NA
"AST",8,"Ceramics",2,"Sherd",7,"Red Earthenware",1,"Astbury-type",1720,1750
"ATC",8,"Ceramics",2,"Sherd",3,"Creamware",3,"black transfer-printed creamware",1765,1815
"ATI",8,"Ceramics",2,"Sherd",16,"Whiteware",12,"black transfer-printed whiteware",1825,1875
"ATP",8,"Ceramics",2,"Sherd",5,"Pearlware",4,"black transfer-printed pearlware",1795,1840
"ATS",8,"Ceramics",2,"Sherd",11,"Slip-Decorated Redware",3,"black slip-trail decorated redware",1770,1830
"ATWE",8,"Ceramics",2,"Sherd",15,"White Earthenware",4,"black transfer-printed unidentified white earthenware",NA,NA
"ATWI",7,"Metal",6,"Domestic/Activity",1,"Aluminum",3,"aluminum twist off bottle cap",NA,NA
"AUHW",7,"Metal",6,"Domestic/Activity",2,"Automotive",3,"automotive hardware",NA,NA
"AUS",8,"Ceramics",2,"Sherd",12,"Stoneware",29,"grey salt-glazed blue decorated stoneware, Albany slip",NA,NA
"AUTO",7,"Metal",6,"Domestic/Activity",2,"Automotive",2,"automotive engine parts",NA,NA
"AWE",8,"Ceramics",2,"Sherd",15,"White Earthenware",7,"annular decorated unidentified white earthenware",NA,NA
"AWG",9,"Glass",6,"Other Glass",5,"Automotive Glass",1,"automotive window glass",NA,NA
"AXE",7,"Metal",6,"Domestic/Activity",26,"Tools",1,"axe head (metal)",NA,NA
"BAG",13,"Other",4,"Plastic",8,"Plastic",12,"plastic bag",NA,NA
"BAIL",7,"Metal",6,"Domestic/Activity",22,"Pail/Bucket",2,"bail/handle from pail or bucket",NA,NA
"BALL",7,"Metal",5,"Arms/Military",1,"Guns/Bullets",5,"iron ball",NA,NA
"BANS",3,"Ground or Rough Stone",3,"Personal Item",1,"Bannerstone",0,"bannerstone",NA,NA
"BAR",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",1,"bar",NA,NA
"BARK",6,"Botanical",2,"Sample",1,"Bark",0,"bark sample",NA,NA
"BASA",8,"Ceramics",2,"Sherd",12,"Stoneware",51,"basalt ware",NA,NA
"BASK",6,"Botanical",1,"Manufactured Object",1,"Basketry",0,"basketry",NA,NA
"BATT",7,"Metal",6,"Domestic/Activity",3,"Batteries",1,"battery",NA,NA
"BAWL",4,"Bone/Antler",2,"Tool",1,"Awl/Punch",0,"bone/antler awl/punch",NA,NA
"BAYO",7,"Metal",5,"Arms/Military",1,"Guns/Bullets",1,"bayonet",NA,NA
"BB",4,"Bone/Antler",3,"Personal Item",3,"Button",0,"bone button",NA,NA
"BBEA",4,"Bone/Antler",3,"Personal Item",1,"Bead",0,"bone/antler bead",NA,NA
"BBG",9,"Glass",4,"Glass Vessel",3,"Bottle Glass",4,"blue bottle glass",NA,NA
"BBOW",6,"Botanical",4,"Worked",2,"Bowl",0,"bowl",NA,NA
"BBS",8,"Ceramics",2,"Sherd",12,"Stoneware",7,"buff bodied stoneware, brown slip exterior, brown slip interior",NA,NA
"BCG",9,"Glass",4,"Glass Vessel",2,"Curved Glass",4,"blue curved glass",NA,NA
"BCMB",4,"Bone/Antler",3,"Personal Item",4,"Comb",0,"bone/antler comb",NA,NA
"BCN",7,"Metal",3,"Architectural Hardware",2,"Cut Nail",5,"machine cut brad",1805,NA
"BDST",3,"Ground or Rough Stone",3,"Personal Item",2,"Birdstone",0,"birdstone",NA,NA
"BEAD",9,"Glass",3,"Glass Bead",1,"Bead",0,"glass bead",NA,NA
"BEAR",4,"Bone/Antler",3,"Personal Item",2,"Bear Canines",0,"bear canines",NA,NA
"BEAV",4,"Bone/Antler",2,"Tool",2,"Beaver Incisors",0,"beaver incisors",NA,NA
"BEDS",7,"Metal",6,"Domestic/Activity",15,"Furniture Hardware",1,"mattress spring",NA,NA
"BEFF",4,"Bone/Antler",3,"Personal Item",6,"Ornament",1,"bone effigy",NA,NA
"BEI",8,"Ceramics",2,"Sherd",16,"Whiteware",3,"blue edge-decorated whiteware",1830,1860
"BELL",7,"Metal",2,"Personal Item",6,"Musical Instrument",1,"bell",NA,NA
"BEP",8,"Ceramics",2,"Sherd",5,"Pearlware",5,"blue edge-decorated pearlware",1780,1830
"BETW",8,"Ceramics",2,"Sherd",14,"Transitional Whiteware",2,"blue edge-decorated transitional whiteware",1820,1850
"BFG",9,"Glass",1,"Flat Glass",1,"Flat Glass",3,"blue flat glass",NA,NA
"BFHK",4,"Bone/Antler",2,"Tool",3,"Fish-hook",0,"bone/antler fish-hook",NA,NA
"BFIG",4,"Bone/Antler",3,"Personal Item",5,"Figurine",0,"bone/antler figurine",NA,NA
"BFKR",4,"Bone/Antler",2,"Tool",4,"Flaker",0,"bone/antler flaker",NA,NA
"BFLK",1,"Chipped Stone",3,"Debitage",2,"Flake",5,"flake, bifacial thinning",NA,NA
"BGFG",9,"Glass",1,"Flat Glass",1,"Flat Glass",4,"blue-green flat glass",NA,NA
"BGII",8,"Ceramics",2,"Sherd",4,"Ironstone",1,"blue-grey ironstone",1813,1885
"BHAN",6,"Botanical",4,"Worked",4,"Handle",0,"handle (wooden)",NA,NA
"BHDL",4,"Bone/Antler",2,"Tool",5,"Handle",0,"bone/antler handle",NA,NA
"BIF",1,"Chipped Stone",2,"Other Tool",1,"Biface",0,"biface",NA,NA
"BIKE",7,"Metal",6,"Domestic/Activity",4,"Bicycle",1,"bicycle part",NA,NA
"BINS",8,"Ceramics",6,"Architectural Ceramic",1,"Porcelain",2,"porcelain insulator, brown glazed",NA,NA
"BIRD",4,"Bone/Antler",1,"Refuse/Unmodified",2,"Bird",0,"bird bone",NA,NA
"BKLT",13,"Other",4,"Plastic",8,"Plastic",1,"Bakelite",1906,NA
"BLNK",1,"Chipped Stone",2,"Other Tool",2,"Blank / Preform",0,"blank / preform",NA,NA
"BLT",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",3,"bolt",NA,NA
"BLWP",5,"Shell",4,"Wampum",1,"Wampum",2,"wampum blanks, partially shaped",NA,NA
"BNDL",4,"Bone/Antler",2,"Tool",6,"Needle",0,"bone/antler needle",NA,NA
"BNUT",6,"Botanical",2,"Sample",6,"Nut",0,"nut (botanical)",NA,NA
"BOBE",6,"Botanical",4,"Worked",1,"Bead",0,"bead",NA,NA
"BOLA",3,"Ground or Rough Stone",2,"Fine Tool",3,"Bola Stone",0,"bola stone",NA,NA
"BORN",4,"Bone/Antler",3,"Personal Item",6,"Ornament",0,"bone/antler ornament",NA,NA
"BOS",8,"Ceramics",2,"Sherd",12,"Stoneware",11,"buff salt-glazed blue decorated stoneware, brown slipped",NA,NA
"BPG",9,"Glass",1,"Flat Glass",2,"Plate Glass",2,"blue plate glass",NA,NA
"BPIP",6,"Botanical",4,"Worked",6,"Pipe",0,"pipe (wooden)",NA,NA
"BPPT",1,"Chipped Stone",1,"Projectile Point",2,"Projectile Point Frag",0,"projectile point frag",NA,NA
"BPRL",5,"Shell",5,"Pearl",2,"Pearl Bead",0,"pearl bead",NA,NA
"BRAS",7,"Metal",1,"Unidentified",1,"Brass",0,"unidentified brass",NA,NA
"BRAT",4,"Bone/Antler",3,"Personal Item",7,"Rattle",0,"bone/antler rattle",NA,NA
"BRKT",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",4,"bracket",NA,NA
"BRSW",8,"Ceramics",2,"Sherd",12,"Stoneware",1,"Bristol-style glazed stoneware, buff bodied, clear glossy glaze, caramel colored near mouth of bottle, ""ginger beer style""",1835,1900
"BSHT",1,"Chipped Stone",3,"Debitage",3,"Shatter",1,"block shatter",NA,NA
"BSPO",6,"Botanical",4,"Worked",7,"Spoon",0,"wooden spoon",NA,NA
"BSR",8,"Ceramics",2,"Sherd",9,"Redware",7,"mottled or spotted brown-glazed redware",NA,NA
"BSRP",4,"Bone/Antler",2,"Tool",7,"Scraper",0,"bone/antler scraper",NA,NA
"BTOO",4,"Bone/Antler",3,"Personal Item",8,"Toothbrush",0,"bone toothbrush",NA,NA
"BTWE",8,"Ceramics",2,"Sherd",15,"White Earthenware",3,"blue transfer-printed unidentified white earthenware",NA,NA
"BUC",7,"Metal",2,"Personal Item",2,"Clothing Related",1,"buckle",NA,NA
"BULB",9,"Glass",6,"Other Glass",2,"Light Bulb",1,"light bulb glass",NA,NA
"BULL",7,"Metal",5,"Arms/Military",1,"Guns/Bullets",2,"bullet",NA,NA
"BUS",8,"Ceramics",2,"Sherd",12,"Stoneware",12,"buff salt-glazed blue decorated stoneware, clear slipped",NA,NA
"BUTE",4,"Bone/Antler",2,"Tool",9,"Utensil",0,"bone utensil",NA,NA
"BUTR",7,"Metal",6,"Domestic/Activity",11,"Cutlery",1,"butter knife",NA,NA
"BUTT",13,"Other",4,"Plastic",8,"Plastic",5,"cigarette filter",NA,NA
"BWHI",4,"Bone/Antler",3,"Personal Item",9,"Whistle",0,"bone/antler whistle",NA,NA
"BWR",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",2,"barbed wire",1886,1970
"BWS",8,"Ceramics",2,"Sherd",12,"Stoneware",50,"white salt-glazed blue decorated stoneware",NA,NA
"C14",12,"C-14 Sample",1,"C-14 Sample",1,"C-14 Sample",0,"C-14 sample",NA,NA
"CABL",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",5,"cable",NA,NA
"CALK",13,"Other",1,"Debris",8,"Caulking",0,"caulking",NA,NA
"CANE",9,"Glass",2,"Glass Object",3,"Cane",0,"glass cane",NA,NA
"CANV",13,"Other",2,"Fabric",1,"Canvas",0,"canvas",NA,NA
"CAP",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",6,"cap (metal hardware)",NA,NA
"CART",7,"Metal",5,"Arms/Military",1,"Guns/Bullets",3,"cartridge",NA,NA
"CAST",7,"Metal",1,"Unidentified",2,"Cast Metal",0,"unidentified cast iron",NA,NA
"CAW",8,"Ceramics",2,"Sherd",1,"Agateware",1,"coarse agateware",1750,1810
"CAWH",7,"Metal",6,"Domestic/Activity",15,"Furniture Hardware",2,"castor wheel",NA,NA
"CAXE",1,"Chipped Stone",2,"Other Tool",3,"Chipped Axe",0,"chipped axe",NA,NA
"CAZ",8,"Ceramics",2,"Sherd",6,"Porcelain",2,"Canton porcelain",1800,1835
"CB",8,"Ceramics",3,"Non-Tableware Ceramic",3,"Ceramic Button",0,"ceramic button",NA,NA
"CBAL",7,"Metal",5,"Arms/Military",1,"Guns/Bullets",7,"cannonball",NA,NA
"CBC",7,"Metal",6,"Domestic/Activity",6,"Cap/Lid",2,"crown bottle cap",1890,1970
"CBED",8,"Ceramics",3,"Non-Tableware Ceramic",2,"Ceramic Bead",0,"ceramic bead",NA,NA
"CBG",9,"Glass",4,"Glass Vessel",3,"Bottle Glass",6,"clear bottle glass",NA,NA
"CBS",8,"Ceramics",2,"Sherd",12,"Stoneware",15,"buff salt-glazed stoneware, clear-glazed interior",1820,1900
"CCG",9,"Glass",4,"Glass Vessel",2,"Curved Glass",6,"clear curved glass",NA,NA
"CCN",7,"Metal",3,"Architectural Hardware",2,"Cut Nail",8,"coffin nail, machine cut",1835,NA
"CCTG",9,"Glass",4,"Glass Vessel",1,"Tableware",2,"clear table glass, cut",NA,NA
"CDM",11,"Mineral/Other",2,"Rock/Stone",2,"Crushed Rock/Stone",0,"crushed decorative marble",NA,NA
"CDOG",11,"Mineral/Other",4,"Other Mineral",1,"Concretion/Clay Dog",0,"concretion/clay dog",NA,NA
"CDSK",1,"Chipped Stone",2,"Other Tool",4,"Chipped Disk",0,"chipped disk",NA,NA
"CDYB",8,"Ceramics",2,"Sherd",2,"Buff Earthenware",3,"brown-dotted/combed yellow lead-glazed buff earthenware",1670,1795
"CEFF",2,"Prehistoric Pottery",5,"Ornament",5,"Ornament",1,"prehistoric ceramic effigy",NA,NA
"CELL",13,"Other",4,"Plastic",8,"Plastic",2,"Cellophane",1913,1960
"CELT",3,"Ground or Rough Stone",2,"Fine Tool",4,"Celt",0,"celt",NA,NA
"CELU",13,"Other",4,"Plastic",8,"Plastic",4,"Celluloid",1866,NA
"CEOR",8,"Ceramics",3,"Non-Tableware Ceramic",10,"Ornament",0,"ceramic ornament",NA,NA
"CF",7,"Metal",6,"Domestic/Activity",5,"Cans",1,"can frag",NA,NA
"CFB",8,"Ceramics",2,"Sherd",12,"Stoneware",20,"fine brown stoneware, clear-glazed",NA,NA
"CFG",9,"Glass",1,"Flat Glass",1,"Flat Glass",5,"clear flat glass",NA,NA
"CFIG",8,"Ceramics",3,"Non-Tableware Ceramic",9,"Figurine",0,"ceramic figurine",NA,NA
"CFR",8,"Ceramics",2,"Sherd",8,"Red Stoneware",2,"clear-glazed fine red stoneware",NA,NA
"CGB",8,"Ceramics",2,"Sherd",2,"Buff Earthenware",4,"clear-glazed buff earthenware",1830,1940
"CGR",8,"Ceramics",2,"Sherd",9,"Redware",2,"clear-glazed redware",NA,NA
"CGS",8,"Ceramics",2,"Sherd",12,"Stoneware",37,"grey salt-glazed stoneware, clear glazed",NA,NA
"CGSR",8,"Ceramics",2,"Sherd",12,"Stoneware",34,"grey salt-glazed Rhenish stoneware",NA,NA
"CGUS",8,"Ceramics",2,"Sherd",12,"Stoneware",31,"grey salt-glazed blue decorated stoneware, clear slipped",NA,NA
"CHAI",7,"Metal",2,"Personal Item",4,"Jewelry",1,"chain frag",NA,NA
"CHAN",9,"Glass",6,"Other Glass",9,"Domestic/Activity",1,"chandelier crystal",NA,NA
"CHFL",8,"Ceramics",6,"Architectural Ceramic",5,"Miscellaneous Ceramic",2,"chimney flue",NA,NA
"CHIS",7,"Metal",6,"Domestic/Activity",26,"Tools",2,"chisel (metal)",NA,NA
"CHOP",1,"Chipped Stone",2,"Other Tool",5,"Chopper",0,"chopper",NA,NA
"CHRM",7,"Metal",6,"Domestic/Activity",2,"Automotive",1,"automotive chrome",NA,NA
"CHSL",3,"Ground or Rough Stone",2,"Fine Tool",5,"Chisel",0,"chisel (stone)",NA,NA
"CLAM",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",8,"clamp",NA,NA
"CLAW",4,"Bone/Antler",1,"Refuse/Unmodified",4,"Claw",0,"claw",NA,NA
"CLC",8,"Ceramics",2,"Sherd",3,"Creamware",5,"clouded creamware",1740,1780
"CLOC",7,"Metal",6,"Domestic/Activity",7,"Clock",1,"clock components",NA,NA
"CLOT",13,"Other",2,"Fabric",2,"Cloth",0,"cloth",NA,NA
"CLPG",9,"Glass",4,"Glass Vessel",1,"Tableware",5,"clear table glass, leaded pressed",NA,NA
"CLPN",7,"Metal",6,"Domestic/Activity",8,"Clothespins",1,"clothespin spring",NA,NA
"CLTG",9,"Glass",4,"Glass Vessel",1,"Tableware",4,"clear table glass, leaded",NA,NA
"CNDL",9,"Glass",6,"Other Glass",9,"Domestic/Activity",2,"glass candlestick/holder",NA,NA
"COIN",7,"Metal",2,"Personal Item",3,"Coin",1,"coin",NA,NA
"COMB",13,"Other",4,"Plastic",8,"Plastic",17,"plastic comb",NA,NA
"CONC",13,"Other",1,"Debris",2,"Cement",1,"concrete",NA,NA
"COPR",13,"Other",6,"Other Organic",3,"Coprolite",0,"coprolite",NA,NA
"CORD",6,"Botanical",1,"Manufactured Object",2,"Cordage",0,"cordage",NA,NA
"CORE",1,"Chipped Stone",3,"Debitage",1,"Core",0,"core",NA,NA
"CORK",6,"Botanical",4,"Worked",8,"Cork",0,"cork stopper",NA,NA
"CORN",6,"Botanical",2,"Sample",3,"Corn",0,"corn sample",NA,NA
"COSW",8,"Ceramics",2,"Sherd",12,"Stoneware",4,"brown salt-glazed stoneware, clear-glazed interior",1820,1900
"COTG",9,"Glass",4,"Glass Vessel",1,"Tableware",7,"colored table glass",NA,NA
"CPB",8,"Ceramics",3,"Non-Tableware Ceramic",3,"Ceramic Button",1,"China/Prosser button",1840,1940
"CPG",9,"Glass",1,"Flat Glass",2,"Plate Glass",3,"clear plate glass",NA,NA
"CPIG",8,"Ceramics",3,"Non-Tableware Ceramic",5,"Clay Pigeon",0,"clay pigeon",NA,NA
"CPIN",7,"Metal",2,"Personal Item",2,"Clothing Related",4,"pin",NA,NA
"CPOT",7,"Metal",6,"Domestic/Activity",10,"Cookware",2,"cooking pot frag",NA,NA
"CPTG",9,"Glass",4,"Glass Vessel",1,"Tableware",6,"clear table glass, pressed",NA,NA
"CROC",11,"Mineral/Other",2,"Rock/Stone",2,"Crushed Rock/Stone",1,"crushed rock",NA,NA
"CROD",7,"Metal",6,"Domestic/Activity",3,"Batteries",2,"carbon battery rod",NA,NA
"CRUC",8,"Ceramics",3,"Non-Tableware Ceramic",6,"Crucible",0,"crucible",NA,NA
"CS",5,"Shell",1,"Refuse/Unmodified",1,"Clam Shell",0,"clam shell",NA,NA
"CSTK",7,"Metal",6,"Domestic/Activity",20,"Lighting",1,"metal candlestick/holder",NA,NA
"CTAP",13,"Other",4,"Plastic",9,"Tape",2,"Scotch ""Cellophane"" tape",1930,NA
"CTG",9,"Glass",4,"Glass Vessel",1,"Tableware",1,"clear table glass",NA,NA
"CTSH",5,"Shell",3,"Worked",1,"Shell Manufacturing",0,"cut shell",NA,NA
"CUS",8,"Ceramics",2,"Sherd",12,"Stoneware",28,"grey salt-glazed blue decorated Rhenish stoneware",1690,1775
"CVBG",9,"Glass",4,"Glass Vessel",3,"Bottle Glass",8,"clear bottle glass that has an amethyst tint due to sun exposure",1880,1920
"CVCG",9,"Glass",4,"Glass Vessel",2,"Curved Glass",8,"clear curved glass with amethyst tint due to sun exposure",1880,1920
"CWN",7,"Metal",3,"Architectural Hardware",3,"Wire Nail",1,"common wire nail",1875,1970
"CWRP",13,"Other",4,"Plastic",8,"Plastic",3,"Cellophane cigarette pack wrapper",NA,NA
"CYBE",8,"Ceramics",2,"Sherd",2,"Buff Earthenware",5,"combed yellow lead-glazed buff earthenware",1670,1795
"CYP",8,"Ceramics",2,"Sherd",5,"Pearlware",8,"canary yellow pearlware",1815,NA
"DBIT",7,"Metal",6,"Domestic/Activity",26,"Tools",3,"drill bit",NA,NA
"DBK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",2,"decorated Kaolin pipe bowl frag",NA,NA
"DCI",8,"Ceramics",2,"Sherd",16,"Whiteware",5,"decalcomania whiteware",1900,1970
"DCII",8,"Ceramics",2,"Sherd",4,"Ironstone",2,"decalcomania ironstone",1813,1885
"DCZ",8,"Ceramics",2,"Sherd",6,"Porcelain",3,"decalcomania porcelain",NA,NA
"DIAM",11,"Mineral/Other",4,"Other Mineral",3,"Herkimer Diamond",0,"Herkimer Diamond",NA,NA
"DIPC",8,"Ceramics",2,"Sherd",3,"Creamware",16,"dipped decorated creamware",NA,NA
"DIPP",8,"Ceramics",2,"Sherd",5,"Pearlware",23,"dipped decorated pearlware",NA,NA
"DIPT",8,"Ceramics",2,"Sherd",16,"Whiteware",30,"dipped decorated whiteware",NA,NA
"DISC",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",23,"roofing disk",NA,NA
"DKR",8,"Ceramics",6,"Architectural Ceramic",3,"Redware",3,"redware doorknob",NA,NA
"DLAT",7,"Metal",3,"Architectural Hardware",5,"Other Hardware",9,"door latch",NA,NA
"DLSK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",12,"decorated Kaolin pipe stem frag. larger than 6/64"" bore",NA,NA
"DMSK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",9,"decorated Kaolin pipe stem frag, 4/64 in. bore",NA,NA
"DNSK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",10,"decorated Kaolin pipe stem frag, 5/64 in. bore",NA,NA
"DOLL",8,"Ceramics",3,"Non-Tableware Ceramic",7,"Dolls",0,"ceramic doll part",NA,NA
"DOOR",8,"Ceramics",6,"Architectural Ceramic",5,"Miscellaneous Ceramic",1,"ceramic doorknob",NA,NA
"DOSK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",11,"decorated Kaolin pipe stem frag, 6/64 in. bore",NA,NA
"DPOB",2,"Prehistoric Pottery",3,"Body Sherd",3,"Body Sherd",1,"decorated body sherd, prehistoric pottery vessel",NA,NA
"DRBY",8,"Ceramics",2,"Sherd",12,"Stoneware",19,"Derbyshire stoneware, gray bodied, brown salt-glazed exterior, tan interior slip",NA,NA
"DRIL",1,"Chipped Stone",2,"Other Tool",6,"Drill",0,"drill",NA,NA
"DRIM",2,"Prehistoric Pottery",2,"Rim Sherd",2,"Rim Sherd",1,"decorated rim sherd, prehistoric pottery vessel",NA,NA
"DRP",8,"Ceramics",4,"Pipe",2,"Red Clay Pipe",2,"decorated red clay pipe frag",NA,NA
"DRPK",8,"Ceramic",6,"Architectural Ceramic",5,"Miscellaneous Ceramic",3,"ceramic drawer pull knob",NA,NA
"DSSK",8,"Ceramics",4,"Pipe",1,"Kaolin Pipe",8,"decorated Kaolin pipe stem frag. smaller than 4/64"" bore",NA,NA
"DSV",8,"Ceramics",2,"Sherd",10,"Semi-Vitreous China",2,"decalcomania semi-vitreous china",1900,1970
"DTC",8,"Ceramics",6,"Architectural Ceramic",5,"Miscellaneous Ceramic",3,"ceramic drain frag",NA,NA
"DTIL",8,"Ceramics",6,"Architectural Ceramic",4,"Tile",2,"delft tile",NA,NA
"DTR",8,"Ceramics",6,"Architectural Ceramic",3,"Redware",2,"redware field drainage pipe",NA,NA
"DUCT",13,"Other",4,"Plastic",9,"Tape",3,"duct tape",1942,NA
"DUWS",8,"Ceramics",2,"Sherd",12,"Stoneware",45,"white salt-glazed stoneware, debased scratch blue",1765,1795
"DWS",8,"Ceramics",2,"Sherd",12,"Stoneware",48,"white stoneware, slip-dipped",1715,1775
"DYBE",8,"Ceramics",2,"Sherd",2,"Buff Earthenware",2,"brown-dotted yellow lead-glazed buff earthenware",1670,1795
"EBON",13,"Other",5,"Rubber",11,"Rubber",5,"Ebonite",1851,NA
"ECN",7,"Metal",3,"Architectural Hardware",2,"Cut Nail",4,"cut nail, early machine-made head",1815,1835
"EFB",8,"Ceramics",2,"Sherd",12,"Stoneware",22,"fine brown stoneware, engine-turned",1763,1775
"EFFI",3,"Ground or Rough Stone",3,"Personal Item",5,"Stone Effigy",0,"stone effigy",NA,NA
"EFR",8,"Ceramics",2,"Sherd",8,"Red Stoneware",5,"engine-turned fine red stoneware",1763,1775
"ELC",7,"Metal",6,"Domestic/Activity",12,"Electronic Component",2,"electronic component",NA,NA
"ENDS",1,"Chipped Stone",2,"Other Tool",7,"End Scraper",0,"end scraper",NA,NA
"EPLA",13,"Other",4,"Plastic",8,"Plastic",21,"plastic electrical component",NA,NA
"ERAS",13,"Other",5,"Rubber",11,"Rubber",1,"pencil eraser",NA,NA
"ERCL",7,"Metal",6,"Domestic/Activity",23,"Pens/Pencils",1,"pencil eraser clamp",NA,NA
"ERNG",7,"Metal",2,"Personal Item",4,"Jewelry",2,"earring",NA,NA
"ES",5,"Shell",1,"Refuse/Unmodified",3,"Eggshell",0,"eggshell",NA,NA
"ESBR",1,"Chipped Stone",2,"Other Tool",7,"End Scraper",1,"end scraper biface retouched",NA,NA
"ESUR",1,"Chipped Stone",2,"Other Tool",7,"End Scraper",2,"end scraper uniface retouched",NA,NA
"ETAP",13,"Other",4,"Plastic",9,"Tape",4,"electrical tape",NA,NA
"EWIR",7,"Metal",6,"Domestic/Activity",12,"Electronic Component",1,"electrical wire",NA,NA
"EZ",8,"Ceramics",2,"Sherd",6,"Porcelain",4,"European porcelain",NA,NA
